product_id,name,manufacturer,form_factor,evaluation_or_commercialization,processor_architecture,processor_core_count,processor_manufacturer,processor_tdp,memory,onboard_storage,input_voltage,io_count,wireless,operating_system_bsp,operating_temperature_max,operating_temperature_min,certifications,short_summary,full_summary,full_product_description,target_applications,duplicate_ids
VL-EBXE-41EJP,COPPERHEAD,VERSALOGIC,EBX,False,X86,4,INTEL,,Up to 16 GB DDR3L,mSATA and eUSB options,9-15 V,"['10 USB ports', '4 RS-232/422/485 ports', '2 SATA ports', '2 Ethernet ports']",Supports WiFi modems,"['Windows', 'Windows Embedded', 'Linux', 'VxWorks']",85°C,-40°C,MIL-STD-810G,High-performance embedded computer with extensive I/O and Intel Ivy Bridge processors.,"The Copperhead is a high-performance embedded computer powered by Intel's 3rd Generation Ivy Bridge processors. It offers extensive I/O capabilities, high-speed memory interface, and multiple display outputs, making it suitable for digital signal processing and real-time video processing.","Copperhead is a high-performance embedded computer featuring Intel Ivy Bridge processors, supporting up to 16 GB DDR3L RAM, and offering a wide range of I/O interfaces including USB, Ethernet, SATA, and more. It is designed for industrial applications with a rugged design meeting MIL-STD-810G standards.","['Digital signal processing', 'Real-time video processing', 'Industrial applications']","['VL-EBXE-41EJP', 'VL-EBXE-41ELF', 'VL-EBXE-41EMF', 'VL-EBXE-41SJF', 'VL-EBXE-41SMK', 'VL-EBXS-41EAF', 'VL-EBXS-41SAK']"
SRP-FPV240-AE,SRPFPVAE,ADVANTECH,SMALL SIZE,True,x86,2,AMD,65W,4 GB DDR3 1600 MHz,8 GB eMMC NAND Flash,12 VDC,"['2 x HDMI', '2 x DisplayPort', '2 x GbE', '4 x USB', '2 x RS-232', '2 x RS-485']","Intel AX211, Qualcomm WCN6856",ThinManager,60°C,-10°C,"['CE', 'FCC', 'UL', 'CCC', 'BSMI']",Advantech's SRPFPVAE is a ThinManager compatible industrial thin client with dual-core AMD processor and multi-monitor support.,"The SRPFPVAE is designed for industrial applications, offering centralized management with ThinManager compatibility, dual-core AMD processing, and support for multiple digital video interfaces including DisplayPort and HDMI.","Advantech's SRPFPVAE is a compact, fanless industrial thin client featuring an AMD G-series dual-core processor, 4 GB DDR3 memory, and multiple I/O interfaces including HDMI, DisplayPort, and Ethernet. It supports ThinManager for centralized management and is suitable for factory floor applications.","['Industrial thin client applications', 'Factory floor management', 'Centralized management solutions']",['SRP-FPV240-AE']
ITA-1611-00A1E,ITA INTELLIGENT TRANSPORTATION PLATFORM,ADVANTECH,FANLESS COMPACT SYSTEM,False,X86,4,INTEL,10 W,8 GB DDR3,"NVRAM 512 MB, mSATA socket",12 V DC,"['2 LAN, 6 USB, 4 COM, 8 GPIO']",Supports wireless connectivity,,60 C,-20 C,"EMC CE/FCC Class A, Safety UL, CB, CCC, EN 50121-4","Fanless compact system with Intel Celeron J processor, dual displays, and dual Gigabit Ethernet.","The ITA Intelligent Transportation Platform features a fanless design, powered by an Intel Celeron J quad-core processor. It supports dual Gigabit Ethernet LAN, dual display outputs, and offers various I/O interfaces including USB, COM, and GPIO.","The ITA platform is designed for intelligent transportation applications, featuring a fanless compact system with an Intel Celeron J processor. It includes dual-channel DDR3 memory, onboard NVRAM, and supports mSATA storage. The system offers extensive I/O options, including dual LAN, multiple USB and COM ports, and GPIO. It supports dual display outputs with VGA, DVI, and LVDS options.","Intelligent transportation systems, industrial automation, digital signage.","['ITA-1611-00A1E', 'ITA-1611-10A1E', 'ITA-1611-S0A1E']"
IB990AF-C236,PICMG FULLSIZE CPU CARD,INTEL,FULLSIZE,False,x86,6 to 10 cores,INTEL,Up to 125W,Up to 64GB DDR4 ECC compatible,"M.2 NVMe SSD, 2.5″ SATA SSD",12V,"['2 x Intel Gigabit LAN', '6 x USB', '6 x COM', '4 x SATA III', '1 x Mini PCIE slot', '1 x DVI-I', '1 x VGA', '1 x DVI-D']",Wi-Fi 6E,"Windows 10 64-bit, Windows 11 64-bit, Linux",60°C,0°C,"EN50155, EN45545, E-mark","Full-size CPU card with Intel Xeon E, Core i3, Pentium, and Celeron processors, supporting dual Gigabit LAN and multiple I/O interfaces.","The PICMG FullSize CPU Card is equipped with Intel's latest generation processors, offering robust performance with integrated graphics, dual Gigabit LAN, and extensive I/O options including USB, COM, and SATA interfaces.","This full-size CPU card supports Intel's Xeon E, Core i3, Pentium, and Celeron processors, providing high performance with integrated graphics. It features dual Intel Gigabit LAN, multiple USB and COM ports, SATA III interfaces, and a Mini PCIE slot. The card is designed for industrial applications requiring reliable and efficient computing power.","Industrial computing, embedded systems, and OEM/ODM solutions.",['IB990AF-C236']
SOM-5894C3-S7A1E,COMEXPRESS BASIC MODULE,ADVANTECH,COMEXPRESS BASIC,False,x86,Up to 14 cores,INTEL,15W,Up to 16GB DDR3L,eMMC,12V,"['PCIe x16, PCIe x1, SATA III, USB 3.0, USB 2.0, GbE']",,,60°C,0°C,,"COMExpress Basic Module with Intel Core i3/Celeron processor, supporting dual channel DDR3L, PCIe, SATA, USB, and multiple display outputs.","The COMExpress Basic Module features an Intel Core i3/Celeron processor, dual channel DDR3L memory support, PCIe expansion, SATA III, USB interfaces, and multiple independent display outputs including VGA, LVDS, DVI, HDMI, and DisplayPort.","This COMExpress Basic Module is equipped with an Intel Core i3/Celeron processor and supports dual channel DDR3L SODIMM sockets up to 16GB. It offers a range of I/O interfaces including PCIe x16, PCIe x1, SATA III, USB 3.0, USB 2.0, and GbE. The module supports multiple independent displays through VGA, LVDS, DVI, HDMI, and DisplayPort. It is designed for industrial applications with an operating temperature range of 0°C to 60°C.","Industrial automation, embedded systems, digital signage, and other industrial computing applications.","['SOM-5894C3-S7A1E', 'SOM-5894C3-U5A1E', 'SOM-5894C3-U5B1E', 'SOM-5894C3Z-S7A1E', 'SOM-5894C3Z2-S7A1E', 'SOM-5894C5-S6A1E', 'SOM-5894C5-S6B1E', 'SOM-5894C5-U7A1E', 'SOM-5894C5Z-S6A1E', 'SOM-5894C5Z2-S6A1E', 'SOM-5894C7-U4A1E', 'SOM-5894C7-U4B1E', 'SOM-5894CR-S5A1E', 'SOM-5894CR-U2A1E']"
ARK-2151V-S6A1E,ARK-1550VSAE,ADVANTECH,Fanless Box PC,False,x86,2,INTEL,,Up to 16GB DDR3L 1600 MHz,mSATA,9-36 VDC,"['2x LAN, 4x USB, 4x COM, 1x HDMI, 1x VGA']","['WWAN', 'WLAN', 'GPS']","['Windows 10 IoT', 'Linux']",70°C,-40°C,"['UL', 'CE', 'FCC Class A', 'RoHS']","Fanless Embedded Box PC with Intel Celeron and Core i5 processors, PoE support, and wide temperature range.","The ARK-1550VSAE is a fanless embedded box PC designed for in-vehicle and industrial applications, featuring Intel Celeron and Core i5 processors, PoE support, and a wide operating temperature range.","The ARK-1550VSAE is a robust fanless embedded box PC equipped with Intel Celeron and Core i5 processors, designed for demanding industrial and in-vehicle applications. It supports PoE for IP cameras, offers diverse communication abilities including WWAN, WLAN, and GPS, and operates in a wide temperature range from -40°C to 70°C. The system is housed in a durable aluminum casing and supports multiple mounting options including DIN rail and VESA.","['Industrial Automation', 'In-Vehicle Computing', 'Surveillance Systems']","['ARK-2151V-S6A1E', 'ARK-2151V-S9A1E']"
RSB-4680WQ-XNA1E,RSB-4710,ADVANTECH,SBC,False,ARM,Quad Core,ROCKCHIP,,4 GB DDR3L,16 GB eMMC,12V,"['1x HDMI', '1x VGA', '2x USB 2.0', '1x USB OTG', '1x Ethernet', '1x RS-232', '1x RS-485', '1x RS-422', '1x SPI', '1x I2C', '1x GPIO', '1x Micro SD slot', '1x Mini PCIe slot', '1x SIM slot']","['Wi-Fi', 'Bluetooth', '4G']","['Linux', 'Android']",60°C,-20°C,"['CE', 'FCC Class B', 'RoHS COMPLIANT']","High-performance SBC with Rockchip ARM Cortex-A17, rich I/O interfaces, and support for Linux and Android.","The RSB-4710 is a high-performance single board computer powered by the Rockchip ARM Cortex-A17 processor. It supports 4K display via HDMI and offers a variety of interfaces including USB, UART, VGA, LVDS, GbE, GPIO, and more. It also features MiniPCIe and M.2 slots for expansion, making it ideal for applications like kiosks, POS, and vending machines.","The RSB-4710 is a RISC computing platform featuring a Rockchip ARM Cortex-A17 RK3288 processor with quad-core performance at 1.8 GHz. It includes 4 GB of DDR3L memory and 16 GB of eMMC storage. The board supports multiple display outputs including HDMI, VGA, and LVDS, and offers extensive connectivity options such as USB, Ethernet, and serial ports. It is designed for industrial applications with a wide operating temperature range and compliance with CE, FCC, and RoHS standards.","['Kiosk', 'POS', 'Vending machine']",['RSB-4680WQ-XNA1E']
SNMP-1000-E1B2E,SNMPB,ADVANTECH,PCI-ISA,False,,4,Intel,6W to 45W,"DDR3L-1866MHz, Max. Capacity 8GB",64GB on board NAND Flash,,['Not Available'],,"Microsoft Windows, Linux",70 C,-40 C,RoHS COMPLIANT,SNMPB is a platform-independent system management module for monitoring and managing system conditions with multiple communication protocols.,"The SNMPB module detects system operating conditions and notifies users to avert system failure using protocols like SNMP, HTTP, and Telnet. It features a web-based administration interface for monitoring and management.","SNMPB is an intelligent system management module that integrates with SNMP-based network management environments. It monitors internal system conditions such as temperature, voltage, and fan speed, and provides alarm notifications via SNMP traps, emails, and pagers. The module supports online firmware upgrades and batch setup functions, and is designed for easy integration with its modular hardware design.",Critical applications requiring reliable system monitoring and management.,"['SNMP-1000-E1B2E', 'SNMP-1000-E2B2E']"
MI935F,MI LGA Q MINI-ITX MOTHERBOARD,IBASE,MINI-ITX,False,ARM Cortex-A53,"Quad Core, Dual Core",INTEL,35W,Up to 8GB DDR2 DIMM,"Multiple M.2 slots (B-key, E-key, 2x M-Key)",12V,"['6 x USB', '4 x SATA II', '2 x COM', '1 x PCIe x16', '1 x PCIe x4', '1 x PCI']",WiFi and Bluetooth modules,"All popular Operating System Software including: MS DOS, Linux, Windows 98 / NT / 2000 / XP",60°C,0°C,EuP/ErP compliant,Mini-ITX motherboard supporting Intel Core processors with multiple I/O options.,"The MI LGA Q Mini-ITX motherboard supports Intel Core Quad and Duo processors, offering a range of I/O interfaces including USB, SATA, and PCIe slots, suitable for various applications.","The MI LGA Q Mini-ITX motherboard by IBASE is designed for high-performance applications, supporting Intel Core Quad and Duo processors. It features a compact Mini-ITX form factor, integrated VGA, multiple USB and SATA ports, and expansion slots for PCIe and PCI. The board is EuP/ErP compliant and operates within a temperature range of 0°C to 60°C.","Industrial computing, embedded systems, and high-performance applications.",['MI935F']
AIMB-501G2-KSA1E,AIMB,ADVANTECH,MICROATX,False,X86,2 / 4,INTEL,65W / 35W,Supports up to 32GB DDR3 1600MHz SDRAM,,"3.3 V, 5 V, 12 V, 5 Vsb","['Supports USB 2.0, USB 3.0, COM ports, LPT, TPM']",WiFi 6 (802.11ax),"['WIN XPE', 'WES']",60°C,0°C,"CE, FCC",Industrial motherboard supporting Intel Core processors with dual display and extensive I/O options.,"The AIMB series is an industrial motherboard featuring Intel Core processors, dual display support, and a variety of I/O interfaces including USB, COM, and Ethernet.","The AIMB motherboard supports Intel Core i3/i5/i7 processors with H61 chipset, dual-channel DDR3 memory up to 32GB, dual display outputs (VGA, DVI, LVDS), and dual GbE LAN. It includes expansion slots for PCI and PCIe, and supports various embedded software APIs.","['Industrial automation', 'Embedded systems', 'Digital signage']","['AIMB-501G2-KSA1E', 'AIMB-501G2-KSA2E', 'AIMB-501L-KSA1E', 'AIMB-501VG-KSA1E']"
PCM-9375E-J0A1E,PCM,ADVANTECH,SBC,False,x86,8 cores,AMD,Low power,"DDR 333 MHz, Max Capacity 1 GB",CompactFlash Type III,"5V, 12V option","['COM ports', 'USB ports', 'VGA', 'Ethernet', 'IDE', 'GPIO', 'Audio', 'Parallel LPT']",Add-on wireless modules with reserved antenna assemblies,"['WinCE', 'Win XPE', 'WES', 'QNX', 'VxWorks', 'Linux', 'Ubuntu']",60°C,-40°C,"Class I, Division 2 Solution",Low power AMD Geode LX SBC with dual Ethernet and extended temperature support.,"The PCM is a low power single board computer featuring an AMD Geode LX processor, dual Ethernet, and support for extended temperature ranges. It includes various I/O interfaces such as COM, USB, VGA, and IDE.","The PCM SBC is designed for industrial applications requiring low power consumption and extended temperature operation. It is equipped with an AMD Geode LX processor, DDR memory support up to 1 GB, and a variety of I/O options including dual Ethernet, VGA, and IDE. The board supports multiple operating systems including Windows CE, Linux, and VxWorks.","['Industrial automation', 'Embedded systems', 'Networking', 'IoT devices']","['PCM-9375E-J0A1E', 'PCM-9375EZ-J0A1E', 'PCM-9375EZ2-J0A1E', 'PCM-9375F-J0A1E', 'PCM-9375FZ-J0A1E', 'PCM-9375FZ2-J0A1E']"
SOM-6898C7Z2-U8A2E,SOM COM EXPRESS COMPACT MODULE,ADVANTECH,COM EXPRESS COMPACT,False,x86,4,INTEL,15W,"Dual Channel DDR3L SODIMM, up to 32GB",eMMC up to 64GB,12V,"['High speed I/O: 4 USB3.1 (Gen2), 6 PCIe X1 (Gen3), 4 SATA (Gen3)']",,"['Windows 10', 'Linux']",60°C,0°C,"Class I, Division 2 (CID2) & ATEX Solutions","Compact module with Intel Core/Celeron processors, supporting dual channel DDR3L memory.","The SOM COM Express Compact Module features Intel Core and Celeron processors, integrated graphics, and supports dual channel DDR3L memory up to 32GB. It is designed for industrial applications with a wide range of I/O options.","The SOM COM Express Compact Module by Advantech is equipped with Intel's 7th Gen Core and Celeron U-Series processors. It supports dual channel DDR3L SODIMM memory up to 32GB and features integrated Intel HD Graphics. The module offers flexible PCI Express lanes and various display outputs including HDMI, DisplayPort, and LVDS. It is suitable for industrial applications requiring robust performance and versatile connectivity.","['Industrial Automation', 'Embedded Systems', 'Digital Signage']","['SOM-6898C7Z2-U8A2E', 'SOM-6898CR-U4A2E']"
SOM-7532CNBC-S2A1,SOM,ADVANTECH,COM EXPRESS MINI,False,X86,Dual-core,INTEL,6W to 12W,Up to 16GB LPDDR4,eMMC,12V,"['USB 3.0', 'USB 2.0', 'SATA III', 'PCIe Gen3', 'Gigabit Ethernet']",,"['Windows', 'Linux']",85C,-40C,UL Certification,COM Express Mini module with Intel Elkhart Lake processors.,"The SOM is a COM Express Mini module featuring Intel Pentium, Celeron, and Atom x Series processors, supporting dual-channel LPDDR4 memory and onboard eMMC storage.","The SOM module is designed for industrial applications, offering a compact COM Express Mini form factor with Intel Elkhart Lake processors. It supports up to 16GB LPDDR4 memory, onboard eMMC storage, and a variety of I/O interfaces including USB, SATA, PCIe, and Gigabit Ethernet. The module is suitable for harsh environments with an operating temperature range of -40C to 85C.","['Industrial Automation', 'Embedded Systems', 'IoT Devices']",['SOM-7532CNBC-S2A1']
PCE-4129G2-00B2E,PCE-5120,ADVANTECH,Half-size SHB,False,x86,,INTEL,130W,"Dual Channel DDR4 ECC, up to 32GB",mSATA,12V,"['USB', 'Ethernet', 'VGA', 'PS/2', 'SATA', 'COM', 'GPIO']",,Windows 10 64-bit,60°C,0°C,FCC Part 15,"Half-size SHB with Intel Xeon E3 v5/v6 support, dual channel DDR4 ECC, triple display support.","The PCE-5120 is a half-size SHB supporting Intel Xeon E3 v5/v6 processors, dual channel DDR4 ECC memory, and triple independent display outputs. It includes advanced features like AMT for remote management and optional TPM module support.","The PCE-5120 is designed for industrial applications, offering robust performance with Intel Xeon E3 v5/v6 processors. It supports dual channel DDR4 ECC memory up to 32GB, ensuring data integrity and reliability. The board features multiple I/O options including USB, Ethernet, VGA, and SATA, with support for triple independent displays. Advanced management capabilities are provided through AMT, and security is enhanced with optional TPM module support.","['Industrial Automation', 'Embedded Systems', 'Network Security', 'Digital Signage']",['PCE-4129G2-00B2E']
SOM-7532DNCC-U0A1,SOMDNCCUA,ADVANTECH,COM EXPRESS MINI,False,X86,4,INTEL,6W,Up to 16GB LPDDR4,eMMC,12V,['Not Available'],,"['Windows', 'Linux']",60°C,-40°C,,COM Express Mini module with Intel Elkhart Lake processors.,"The SOMDNCCUA is a COM Express Mini module featuring Intel Elkhart Lake processors, supporting up to 16GB LPDDR4 memory and onboard eMMC storage.","The SOMDNCCUA module is designed for embedded applications, offering Intel Elkhart Lake processors with up to 16GB LPDDR4 memory, eMMC storage, and a variety of I/O options including PCIe, USB, and SATA. It supports dual-channel memory with IBECC and features Intel UHD Graphics.","['Embedded Systems', 'Industrial Automation', 'IoT Devices']",['SOM-7532DNCC-U0A1']
RSB-4680CQ-XNA1E,RSB-CQX-NAE,ADVANTECH,SBC,False,ARM,Quad Core,ROCKCHIP,,2 GB DDR3L,16 GB eMMC,12 V,"['1 x HDMI', '1 x VGA', '1 x LVDS', '2 x USB Host', '1 x USB OTG', '1 x Ethernet', '1 x Micro SD slot', '1 x SIM slot', '1 x Mini PCIe slot', '1 x M.2 Key E slot', 'Multiple GPIO']","['Wi-Fi', 'Bluetooth', '3G/4G']","['Linux', 'Android']",60°C,-20°C,"['CE', 'FCC Class B', 'RoHS COMPLIANT']","High-performance SBC with Rockchip ARM Cortex-A17, rich I/O, and wireless capabilities.","The RSB-CQX-NAE is a high-performance single board computer powered by the Rockchip ARM Cortex-A17 processor. It supports 4K display via HDMI and offers a variety of interfaces including USB, UART, VGA, LVDS, and GbE. It also features MiniPCIe and M.2 slots for Wi-Fi, Bluetooth, and 3G/4G modules, making it ideal for applications like kiosks, POS, and vending machines.","The RSB-CQX-NAE is a RISC single board computer designed for high-performance applications. It is equipped with a Rockchip ARM Cortex-A17 quad-core processor, 2 GB DDR3L memory, and 16 GB eMMC storage. The board supports multiple display outputs including HDMI, VGA, and LVDS, and offers extensive connectivity options with USB, Ethernet, and GPIO interfaces. It also includes expansion slots for wireless modules and supports operating systems like Linux and Android. The board is certified with CE, FCC Class B, and RoHS compliance, ensuring reliability and safety for industrial use.","['Kiosk', 'POS', 'Vending machine']",['RSB-4680CQ-XNA1E']
SOM-6832P4-U0A1,SOM,ADVANTECH,COM EXPRESS COMPACT,False,X86,2,INTEL,6W,Up to 32GB DDR4 with IBECC,Optional eMMC,12V,"['USB 3.2', 'PCIe', 'SATA III', 'Ethernet', 'GPIO', 'SPI', 'I2C', 'SMBus']",WiFi,"['Windows 10 IoT Enterprise', 'Linux']",60°C,-40°C,ARINC 600,Compact COM Express module with Intel Elkhart Lake processors.,"The SOM is a COM Express Compact module featuring Intel's Elkhart Lake processors, supporting up to 32GB DDR4 memory with IBECC, optional eMMC storage, and a variety of I/O interfaces.","The SOM module by Advantech is designed for industrial applications, offering a compact form factor with Intel's Elkhart Lake processors. It supports dual-channel DDR4 memory with IBECC, optional eMMC storage, and multiple I/O options including USB 3.2, PCIe, SATA III, and Ethernet. The module is suitable for harsh environments with an operating temperature range from -40°C to 60°C.","['Industrial Automation', 'IoT Gateways', 'Embedded Systems']",['SOM-6832P4-U0A1']
LEC-iMX8MM-Q-1G-32G-CT,LECIMXMM,ADLINK TECHNOLOGY,SMARC,True,ARM,Quad Core,NXP,,2 GB LPDDR4,16 GB eMMC,5 VDC,"['USB 2.0', 'USB 3.0', 'Dual GbE', 'CAN', 'SPI', 'UART', 'GPIO', 'PCIe']","['Wi-Fi', 'Bluetooth']","['Yocto', 'Linux BSP', 'Android', 'VxWorks']",85 C,-40 C,"['IEC', 'MIL-STD-810F']","SMARC short size module with NXP i.MX 8M Mini series, Quad-core ARM Cortex-A53, 2GB LPDDR4, 16GB eMMC.","The LECIMXMM is a SMARC short size module featuring the NXP i.MX 8M Mini series with a Quad-core ARM Cortex-A53 processor, 2GB LPDDR4 memory, and 16GB eMMC storage. It supports a wide range of I/O interfaces including USB, Dual GbE, CAN, SPI, UART, GPIO, and PCIe, and offers wireless capabilities with Wi-Fi and Bluetooth. It is suitable for rugged environments with an operating temperature range of -40 C to 85 C.","The LECIMXMM module is designed for industrial applications, offering a robust solution with the NXP i.MX 8M Mini series processor. It includes advanced security features such as ARM TrustZone and supports multiple operating systems including Yocto, Linux BSP, Android, and VxWorks. The module is compliant with SMARC specifications and provides extensive connectivity options, making it ideal for a variety of embedded applications.","['Industrial Automation', 'IoT Devices', 'Multimedia Applications', 'Rugged Environments']","['LEC-iMX8MM-Q-1G-32G-CT', 'LEC-iMX8MM-Q-1G-32G-ER', 'LEC-iMX8MM-Q-2G-32G-CT', 'LEC-iMX8MM-Q-2G-32G-ER', 'LEC-iMX8MM-Q-4G-32G-BW-FF-ER', 'LEC-iMX8MM-Q-4G-32G-CT', 'LEC-iMX8MM-Q-4G-32G-ER']"
AIMB-286F-00A1E,AIMB,ADVANTECH,MINI-ITX,False,x86,24,INTEL,6W,"DDR4, 32GB Max",Optional 2 x mSATA via jumper setting for Mini-PCIe slots,12V,"['6 Serial Ports', '8 USB Ports', '2 Ethernet Ports', '3 SATA Ports']",M.2 E key for wireless,"['Windows', 'Linux']",60°C,0°C,['FCC Class B'],"AIMB is a Mini-ITX motherboard designed for industrial applications with Intel processors, offering extensive I/O connectivity and flexible storage options.","The AIMB motherboard supports Intel Core, Pentium, and Celeron processors, providing a balanced solution for industrial applications with features like dual Ethernet, multiple USB and serial ports, and support for various display interfaces.","AIMB is a full-featured Mini-ITX motherboard designed for industrial applications requiring performance computing and enhanced power management. It supports Intel desktop processors, offers multiple I/O connectivity options including serial ports, USB, and Ethernet, and supports dual-channel DDR4 memory up to 32GB.","['Industrial Automation', 'Embedded Systems', 'Performance Computing']","['AIMB-286F-00A1E', 'AIMB-286L-00A1E']"
AIMB-505G2-00A1E,AIMB,ADVANTECH,MICRO ATX,False,x86,2 / 4,INTEL,65W / 35W,Up to 32GB DDR3 1600MHz,"eMMC NAND Flash, up to 64GB",12V,"['10 serial ports', '6 USB ports', '2 LAN ports']",Intel AC9260 dual band 802.11AC 2*2 WiFi/BT5.0,Windows Embedded,60°C,0°C,FCC Class B,AIMB is a Micro ATX motherboard designed for industrial applications with Intel processors and rich I/O connectivity.,"The AIMB motherboard supports Intel Core, Pentium, and Celeron processors, offering robust performance for industrial applications. It features dual LAN, multiple USB ports, and supports up to 32GB of DDR3 memory.","AIMB is a full-featured Micro ATX motherboard designed for industrial applications requiring high performance and enhanced power management. It supports Intel's 4th generation Core, Pentium, and Celeron processors, with a rich set of I/O interfaces including dual GbE LAN, multiple USB ports, and SATA III for storage. The motherboard is built to withstand harsh environments with an operating temperature range of 0°C to 60°C.","['Industrial automation', 'Embedded computing', 'Factory floor operations']","['AIMB-505G2-00A1E', 'AIMB-505L-00A1E']"
UNO-137-E13BA,UNO,ADVANTECH,DINRAIL,False,X86,Dual Core,INTEL,15W to 22W,4 GB DDR3L 1600 MHz,32 GB eMMC,12 VDC,"['2 LAN', '4 COM', '4 USB', '1 DP', '8 DIO']",Optional LTE with Nano SIM slot,"Linux, Windows 10",70 C,-20 C,"['CE', 'FCC', 'UL', 'CCC', 'BSMI']","The UNO is a modular industrial computer with Intel Atom processor, designed for rugged environments.","Advantech's UNO series are modular Integrated Edge Controllers with a rugged design, featuring an Intel Atom E3940 processor, 4 GB DDR3L RAM, and a wide range of I/O options including LAN, COM, USB, DP, and DIO. It supports expansion via Mini PCIe and M.2 slots, and is suitable for industrial applications.","The UNO series by Advantech is designed for industrial automation, featuring a ruggedized design with an Intel Atom E3940 processor, 4 GB DDR3L RAM, and multiple I/O interfaces. It supports a wide temperature range and offers expansion capabilities with Mini PCIe and M.2 slots. Certifications include CE, FCC, UL, CCC, and BSMI.","['Industrial Automation', 'Edge Computing', 'Control Cabinets']",['UNO-137-E13BA']
IW-G34D-Q704-4L001G-E008G-LCB,IMX M MINI IMX M NANO QSEVEN DEVELOPMENT PLATFORM,IWAVE SYSTEMS TECHNOLOGIES,NANO ITX,False,ARM,Quad,,,4GB LPDDR4,16GB eMMC,5V,['Not Available'],WiFi -BT Module,"['Linux', 'Android']",70°C,0°C,['RoHS'],"A versatile Qseven development platform for low power, high performance applications.",The iMX M Mini and iMX M Nano Qseven Development Platform by iWave Systems Technologies is designed for applications requiring low power and high performance. It features a Nano ITX form factor and supports Linux and Android operating systems.,"The iMX M Mini and iMX M Nano Qseven Development Platform incorporates the iMX M Mini and iMX M Nano applications processors based on the Qseven SOM. It includes a Qseven Carrier board for complete validation of the iMX M Mini and iMX M Nano SoC functionality, with a compact Nano ITX form factor.","['Low power applications', 'High performance computing']","['IW-G34D-Q704-4L001G-E008G-LCB', 'IW-G34D-Q704-4L002G-E008G-LCB', 'IW-G34D-SM04-4L001G-E008G-LCD', 'IW-G34D-SM04-4L002G-E008G-ACD', 'IW-G34D-SM04-4L002G-E008G-LCD']"
SOM-6898C3-U4A2E,SOM COM EXPRESS COMPACT MODULE,ADVANTECH,COM EXPRESS COMPACT,False,x86,2,INTEL,15W,Dual Channel DDR3L SODIMM up to 32GB,"Onboard flash, optional MLC up to 64GB, SLC up to 32GB",12V,"['PCIe x4, USB 3.0, SATA, HDMI, DisplayPort']",,"['Windows 10', 'Linux']",60°C,0°C,,"Compact module with Intel Core/Celeron processors, dual-channel DDR3L memory support.","The SOM COM Express Compact Module features Intel Core and Celeron processors, supporting dual-channel DDR3L memory, multiple display outputs, and various I/O interfaces.","The SOM COM Express Compact Module by Advantech is designed for industrial applications, featuring Intel's 7th Gen Core and Celeron processors. It supports dual-channel DDR3L SODIMM memory up to 32GB, multiple display outputs including HDMI and DisplayPort, and a variety of I/O interfaces such as PCIe, USB, and SATA. The module is suitable for environments with operating temperatures ranging from 0°C to 60°C.","['Industrial Automation', 'Embedded Systems', 'Digital Signage']","['SOM-6898C3-U4A2E', 'SOM-6898C5-U6A2E', 'SOM-6898C5Z2-U6A2E', 'SOM-6898C7-U8A2E']"
PCM-3356F-1GM0A2E,PCMFSAE,ADVANTECH,PC,False,x86,4/8,AMD,12W / 15W / 28W,8 GB DDR3L,eMMC up to 64GB,12V,"['4 USB ports', '2 COM ports', '2 SATA ports', '1 mSATA', '2 LAN ports']","WiFi/Bluetooth, Zigbee, GSM/GPRS/3G and 4G LTE","['Windows XPE', 'Linux Ubuntu']",60°C,-20°C,"CE, FCC","PC CPU module with AMD G-Series processor, supporting extended temperature range.","The PCMFSAE is a PC CPU module featuring an AMD G-Series processor, supporting up to 8 GB DDR3L memory, dual display outputs, and extended temperature operation.","The PCMFSAE module is designed for industrial applications, featuring an AMD G-Series processor, support for dual display outputs via VGA and LVDS, multiple I/O interfaces including USB, COM, and SATA, and extended temperature operation from -20°C to 60°C.","['Industrial automation', 'Embedded systems', 'Digital signage']","['PCM-3356F-1GM0A2E', 'PCM-3356F-S0A2E', 'PCM-3356FZ21GOBA2E', 'PCM-3356Z2-2GM0A2E']"
SOM-7532CCBX-S5A1,SOM,ADVANTECH,COM EXPRESS MINI,False,X86,16,INTEL,6W to 12W,Up to 32GB LPDDR4,eMMC,12V,"['2x USB 3.1 Gen 2', '4x USB 2.0', '2x SATA III', '4x PCIe Gen 3 lanes', '1x GbE']",Dual GbE & wireless connectivity,"['Windows', 'Linux']",85°C,-40°C,MIL-STD-810G compliance,"COM Express Mini module with Intel Elkhart Lake processors, supporting up to 32GB LPDDR4 and eMMC storage.","The SOM is a COM Express Mini module featuring Intel's Elkhart Lake processors, offering dual-channel LPDDR4 memory up to 32GB, onboard eMMC storage, and a variety of I/O options including USB, SATA, PCIe, and GbE.","The SOM module is designed for industrial applications, featuring Intel Pentium/Celeron/Atom x Series processors with Elkhart Lake architecture. It supports dual-channel LPDDR4 memory up to 32GB, onboard eMMC storage, and provides extensive I/O options including USB 3.1, SATA III, PCIe Gen 3 lanes, and Gigabit Ethernet. The module is suitable for harsh environments with an operating temperature range from -40°C to 85°C.","['Industrial Automation', 'Embedded Systems', 'IoT Devices']","['SOM-7532CCBX-S5A1', 'SOM-7532CCBX-S9A1', 'SOM-7532DCCX-U0A1']"
